nRun	rsrp1	rsrq1	rsrp2	rsrq2	rsrp3	rsrq3	region	throughput
2256	-96.2453	-8.75423	-92.2947	-4.80361	-101.97399999999999	-14.482999999999999	inferior	3.744345947490113
2257	-96.9776	-9.01423	-99.4345	-11.4712	-93.1499	-5.18656	superior	3.762821283429176
2258	-96.2303	-8.64138	-92.3134	-4.724419999999999	-103.435	-15.8465	inferior	3.79230683451828
2259	-96.2328	-8.73969	-92.2988	-4.80564	-102.012	-14.5189	inferior	3.7471335701799573
2260	-96.9122	-9.110710000000001	-92.8188	-5.01728	-99.8782	-12.0767	central	3.0163203175752287
2261	-97.9663	-9.56348	-94.2436	-5.840730000000001	-97.3134	-8.91053	central	2.633730743469524
2262	-97.1783	-9.18688	-99.162	-11.1705	-93.1811	-5.18968	superior	3.784550696130004
2263	-96.2197	-8.75207	-92.2105	-4.74287	-102.569	-15.100999999999999	inferior	3.7651857769957897
2264	-96.617	-8.943489999999999	-100.56	-12.8868	-92.6124	-4.93891	superior	3.7380056502713734
2265	-96.4406	-8.67045	-92.4428	-4.67267	-104.17399999999999	-16.4038	inferior	3.9683588736001205
2266	-96.6335	-8.937710000000001	-100.479	-12.7836	-92.6538	-4.958019999999999	superior	3.7441231168413815
2267	-97.5962	-9.37321	-93.6952	-5.47229	-98.2013	-9.97838	central	2.77737208393757
2268	-96.9391	-9.07483	-99.704	-11.8397	-92.9441	-5.07975	superior	3.758662488686296
2269	-96.5809	-8.951030000000001	-92.5326	-4.9027	-100.73	-13.0997	central	3.2613425949924837
2270	-97.6169	-9.290569999999999	-93.9855	-5.65917	-97.9037	-9.5774	central	2.724747672698846
2271	-97.396	-9.27955	-98.6566	-10.5402	-93.443	-5.32653	superior	3.802851176102587
2272	-96.1722	-8.618319999999999	-92.3082	-4.7544	-103.14299999999999	-15.5888	inferior	3.7761461612563436
2273	-97.6049	-9.339160000000001	-93.8111	-5.54536	-98.0821	-9.81635	central	2.7617665069543973
2274	-96.7316	-8.8709	-99.946	-12.0853	-92.9735	-5.112769999999999	superior	3.7421188338473343
2275	-96.3139	-8.89793	-92.1213	-4.7053400000000005	-102.31200000000001	-14.895999999999999	inferior	3.7612466035553194
2276	-96.2531	-8.8057	-92.1754	-4.72804	-102.48	-15.0328	inferior	3.7651857769957897
2277	-97.181	-9.18083	-99.1395	-11.1394	-93.2002	-5.2	superior	3.782957780777522
2278	-96.6278	-8.93988	-100.508	-12.8198	-92.6391	-4.95121	superior	3.742230126605619
2279	-98.3006	-9.83075	-94.5926	-6.12279	-96.6658	-8.196	central	2.4881675268434478
2280	-96.1567	-8.6456	-92.2863	-4.77517	-102.73	-15.2184	inferior	3.7651857769957897
2281	-97.2121	-9.1053	-93.4421	-5.33528	-98.8608	-10.754000000000001	central	2.814710954923598
2282	-96.1632	-8.6514	-92.3341	-4.82233	-102.21600000000001	-14.7044	inferior	3.74601802316754
2283	-96.5405	-8.49286	-92.7773	-4.72964	-104.694	-16.6459	inferior	3.9971003904053672
2284	-98.134	-9.70449	-97.0347	-8.60518	-94.3685	-5.93899	superior	3.9751286563194026
2285	-96.5313	-8.9507	-92.4442	-4.863659999999999	-100.948	-13.3674	inferior	3.341453647396235
2286	-97.7897	-9.44692	-97.6843	-9.341460000000001	-94.0339	-5.6911	superior	3.942620264388957
2287	-98.4623	-9.96822	-94.8132	-6.31911	-96.3054	-7.811310000000001	central	2.4155125249318035
2288	-96.3789	-8.8822	-92.2999	-4.80317	-101.536	-14.039000000000001	inferior	3.597368639234264
2289	-96.4972	-8.94378	-92.3965	-4.84309	-101.089	-13.5358	inferior	3.39280934020007
2290	-97.1805	-9.18189	-99.1435	-11.1448	-93.1968	-5.19819	superior	3.780116621754373
2291	-97.6035	-9.34441	-93.7929	-5.53376	-98.1007	-9.84159	central	2.7664418994769604
2292	-96.5741	-8.58789	-92.6761	-4.68991	-104.637	-16.6512	inferior	4.001676626139721
2293	-96.4259	-8.63139	-92.4827	-4.6881699999999995	-104.20100000000001	-16.4065	inferior	3.9731203880000376
2294	-97.6063	-9.33345	-93.8309	-5.55809	-98.0617	-9.78882	central	2.748554939810092
2295	-97.2095	-9.11182	-93.4208	-5.32308	-98.8849	-10.7872	central	2.800926896699099
2296	-96.4074	-8.90195	-92.3143	-4.80882	-101.434	-13.9284	inferior	3.5382927329938334
2297	-96.6837	-8.91072	-100.219	-12.4458	-92.8004	-5.02741	superior	3.7436775351000118
2298	-97.2256	-9.06969	-93.5599	-5.4040300000000006	-98.7287	-10.5728	central	2.779335190212289
2299	-96.3255	-8.728769999999999	-92.2715	-4.67475	-103.64	-16.0431	inferior	3.8349558533545047
2300	-96.2544	-8.55932	-92.4351	-4.7400400000000005	-103.78200000000001	-16.0873	inferior	3.8168088791552788
2301	-96.3033	-8.816410000000001	-92.2853	-4.79839	-101.791	-14.3043	inferior	3.7471335701799573
2302	-96.9107	-9.11255	-99.8876	-12.0895	-92.8122	-5.01406	superior	3.759560908420006
2303	-96.3869	-8.88802	-92.3034	-4.80452	-101.508	-14.0087	inferior	3.5639484395047885
2304	-96.9088	-9.1148	-99.8991	-12.1051	-92.8042	-5.01012	superior	3.761696377589305
2305	-97.7894	-9.44854	-97.6904	-9.34955	-94.0278	-5.68693	superior	3.942620264388957
2306	-98.1348	-9.69961	-97.0122	-8.57698	-94.3916	-5.95639	superior	3.9739987556493204
2307	-96.9884	-8.99509	-93.2144	-5.22115	-99.3533	-11.36	central	2.881026488777358
2308	-96.9232	-9.096630000000001	-92.8684	-5.04181	-99.8081	-11.9815	central	2.9971374195807363
2309	-98.7729	-10.2882	-95.7642	-7.27955	-95.0804	-6.5957300000000005	superior	4.0771537813492325
2310	-96.9657	-9.034139999999999	-99.5206	-11.589	-93.0827	-5.1511	superior	3.7584379508409724
2311	-98.1409	-9.662360000000001	-96.8263	-8.34779	-94.5819	-6.10342	superior	3.978396425962989
2312	-96.9885	-8.9948	-99.3521	-11.3584	-93.2154	-5.22168	superior	3.762821283429176
2313	-98.4609	-9.97912	-96.383	-7.9013	-94.7335	-6.25176	superior	4.018032896816654
2314	-96.721	-8.88097	-92.932	-5.09196	-100.009	-12.1688	central	3.0367760666681147
2315	-97.4099	-9.23572	-98.5045	-10.3303	-93.584	-5.40982	superior	3.8018170776291584
2316	-96.2458	-8.75484	-92.2945	-4.80353	-101.97200000000001	-14.4815	inferior	3.7434547839979055
2317	-96.4862	-8.940430000000001	-92.3831	-4.8373800000000005	-101.134	-13.5881	inferior	3.4115749803432474
2318	-98.1386	-9.67623	-96.8987	-8.43636	-94.5078	-6.0454	superior	3.978396425962989
2319	-98.4645	-9.951989999999999	-94.9499	-6.437469999999999	-96.1718	-7.6593	central	2.3635163538894135
2320	-96.6788	-8.91398	-100.245	-12.4803	-92.7847	-5.01985	superior	3.7441231168413815
2321	-96.7354	-8.86707	-99.92299999999999	-12.0546	-92.98899999999999	-5.12059	superior	3.7427866897091233
2322	-96.523	-8.9495	-92.4317	-4.85821	-100.98299999999999	-13.4096	inferior	3.3500830670926516
2323	-98.4611	-9.97742	-96.3714	-7.88777	-94.7454	-6.26176	superior	4.020343726935501
2324	-98.6184	-10.1297	-94.9049	-6.41617	-96.0742	-7.5854800000000004	central	2.3672959808553027
2325	-97.42399999999999	-9.18914	-98.3384	-10.1035	-93.7402	-5.505319999999999	superior	3.7987181538517274
2326	-97.4032	-9.257	-93.5149	-5.36866	-98.5788	-10.4326	central	2.760978713786997
2327	-96.4547	-8.70781	-92.4049	-4.65805	-104.148	-16.4011	inferior	3.9731203880000376
2328	-97.6154	-9.29657	-93.9633	-5.644430000000001	-97.9264	-9.60748	central	2.7246886713395737
2329	-97.3969	-9.276760000000001	-98.647	-10.5269	-93.4518	-5.33166	superior	3.803196000616592
2330	-96.5177	-8.94857	-92.4241	-4.85491	-101.005	-13.4359	inferior	3.3686483013412576
2331	-97.411	-9.23215	-93.5957	-5.416869999999999	-98.492	-10.3131	central	2.7522823564408845
2332	-96.2557	-8.76609	-92.2918	-4.80216	-101.94200000000001	-14.4524	inferior	3.74601802316754
2333	-97.9723	-9.53097	-97.171	-8.72966	-94.3883	-5.947	superior	3.9578738114185597
2334	-96.3924	-8.73373	-92.3178	-4.65911	-103.89399999999999	-16.2357	inferior	3.9494263985361
2335	-97.9664	-9.56312	-97.3118	-8.90859	-94.2451	-5.84184	superior	3.9551368732731715
2336	-97.9733	-9.52549	-97.1457	-8.6979	-94.414	-5.96624	superior	3.957749322966304
2337	-97.7961	-9.416839999999999	-97.5671	-9.18782	-94.1513	-5.772069999999999	superior	3.933622815984694
2338	-96.5752	-8.9516	-100.755	-13.1319	-92.5212	-4.89763	superior	3.7454604987036797
2339	-96.5813	-8.95098	-92.5335	-4.90311	-100.728	-13.0972	central	3.2637111583752656
2340	-96.3332	-8.74703	-92.2541	-4.66796	-103.624	-16.0379	inferior	3.8364758934206558
2341	-97.4219	-9.19621	-98.36399999999999	-10.1383	-93.71600000000001	-5.4903	superior	3.800898351009361
2342	-97.9717	-9.53421	-94.3733	-5.93579	-97.1858	-8.748289999999999	central	2.5960206313183414
2343	-98.1328	-9.71153	-94.3358	-5.91453	-97.0665	-8.64521	central	2.5824344792201126
2344	-97.4224	-9.19448	-98.3577	-10.1298	-93.7219	-5.49395	superior	3.79917693485225
2345	-97.414	-9.22227	-98.4571	-10.2654	-93.6284	-5.43659	superior	3.8015873543389396
2346	-96.5825	-8.95084	-92.5358	-4.90416	-100.72200000000001	-13.0906	central	3.235097570381797
2347	-96.6765	-8.915510000000001	-100.258	-12.4968	-92.7772	-5.01626	superior	3.7436775351000118
2348	-96.9341	-9.08192	-99.7374	-11.8852	-92.9196	-5.06741	superior	3.762146259205109
2349	-97.7863	-9.46295	-97.7443	-9.42099	-93.9738	-5.650519999999999	superior	3.9493024409075645
2350	-96.7223	-8.87975	-100.001	-12.1585	-92.9371	-5.0945	superior	3.7441231168413815
2351	-97.9672	-9.558539999999999	-97.2925	-8.88383	-94.2647	-5.85607	superior	3.9551368732731715
2352	-96.281	-8.75277	-92.2119	-4.68371	-103.32600000000001	-15.798	inferior	3.8036558639223004
2353	-96.9612	-9.04144	-93.0579	-5.13819	-99.5527	-11.633	central	2.9160794528865517
2354	-96.5186	-8.94873	-92.4252	-4.85542	-101.00200000000001	-13.4317	inferior	3.362437069103736
2355	-96.3063	-8.68321	-92.315	-4.69188	-103.679	-16.0558	inferior	3.9241767529182816
2356	-96.6202	-8.94248	-100.545	-12.8671	-92.6201	-4.942480000000001	superior	3.7406726301426056
2357	-96.9491	-9.060139999999999	-99.6365	-11.7475	-92.9944	-5.10537	superior	3.7559698039765856
2358	-96.5581	-8.95236	-92.48899999999999	-4.883319999999999	-100.83200000000001	-13.2263	central	3.305898796700121
2359	-96.9749	-9.01883	-93.1344	-5.178319999999999	-99.4542	-11.4982	central	2.90155490117857
2360	-98.4644	-9.95252	-94.945	-6.43318	-96.1766	-7.664680000000001	central	2.35392170251295
2361	-97.1725	-9.20002	-93.1399	-5.16751	-99.2108	-11.2384	central	2.8844607558839237
2362	-96.5427	-8.951830000000001	-92.4626	-4.8716800000000005	-100.899	-13.308	inferior	3.3282843993016984
2363	-96.3085	-8.81241	-92.1588	-4.66276	-103.265	-15.7693	inferior	3.7913926979851214
2364	-96.3004	-8.794989999999999	-92.1743	-4.668819999999999	-103.28299999999999	-15.7779	inferior	3.7953953024000766
2365	-96.7257	-8.8766	-99.9812	-12.1321	-92.9501	-5.101030000000001	superior	3.7441231168413815
2366	-97.7852	-9.46777	-93.9561	-5.63866	-97.7621	-9.44458	central	2.720100304805552
2367	-96.2295	-8.63963	-92.315	-4.72508	-103.43700000000001	-15.8472	inferior	3.8025064141113476
2368	-97.2113	-9.10735	-93.4354	-5.33143	-98.8684	-10.7644	central	2.8051729865057373
2369	-96.7161	-8.88535	-100.037	-12.2064	-92.9136	-5.0828	superior	3.7420075477084764
2370	-96.2261	-8.73168	-92.3013	-4.8068599999999995	-102.03200000000001	-14.5379	inferior	3.7480264862787855
2371	-96.3521	-8.86101	-92.291	-4.79985	-101.62899999999999	-14.1375	inferior	3.702479027573848
2372	-98.6194	-10.1216	-95.9936	-7.495760000000001	-94.9873	-6.48949	superior	4.039847176293062
2373	-96.9571	-9.047830000000001	-99.5811	-11.6718	-93.0363	-5.12695	superior	3.7584379508409724
2374	-97.2093	-9.11245	-93.4188	-5.32191	-98.8872	-10.7903	central	2.8094319696526533
2375	-96.2117	-8.71406	-92.3074	-4.809769999999999	-102.07600000000001	-14.5779	inferior	3.7471335701799573
2376	-96.2132	-8.7003	-92.2384	-4.7255	-103.04899999999999	-15.5359	inferior	3.7770529595576647
2377	-98.6185	-10.1289	-94.9125	-6.42282	-96.0669	-7.57722	central	2.3840257976017476
2378	-98.7739	-10.2787	-95.5489	-7.0537399999999995	-95.2979	-6.802689999999999	superior	4.064641922666925
2379	-96.5258	-8.94994	-92.4359	-4.860040000000001	-100.971	-13.3953	inferior	3.3504398764511665
2380	-97.6118	-9.3115	-97.9819	-9.681610000000001	-93.9089	-5.608619999999999	superior	3.9321477120384
2381	-96.4168	-8.90783	-92.3202	-4.8112	-101.4	-13.8905	inferior	3.5306480803387292
2382	-98.4621	-9.969669999999999	-96.3162	-7.82377	-94.8021	-6.30967	superior	4.024844625133144
2383	-96.6524	-8.92923	-92.7053	-4.982069999999999	-100.384	-12.6606	central	3.1359282242990654
2384	-97.7985	-9.405389999999999	-97.5207	-9.12758	-94.1979	-5.804790000000001	superior	3.9478155560645183
2385	-96.6503	-8.93029	-92.6993	-4.97925	-100.395	-12.6747	central	3.126810794692113
2386	-96.62899999999999	-8.93944	-100.50200000000001	-12.8122	-92.6421	-4.95262	superior	3.7423414259839216
2387	-98.4622	-9.96871	-94.8095	-6.31595	-96.309	-7.81548	central	2.3369156509255427
2388	-96.3597	-8.867230000000001	-92.29299999999999	-4.800590000000001	-101.603	-14.1103	inferior	3.682541243404128
2389	-96.3644	-8.66301	-92.3877	-4.68633	-103.948	-16.2471	inferior	3.9488066881949218
2390	-97.7806	-9.489180000000001	-93.8789	-5.58753	-97.8394	-9.54803	central	2.7367185681878983
2391	-96.6289	-8.93946	-92.64200000000001	-4.95257	-100.50200000000001	-12.8125	central	3.17005819665936
2392	-96.5315	-8.95073	-92.4446	-4.86383	-100.947	-13.3661	inferior	3.345006778849988
2393	-96.5768	-8.95145	-100.74799999999999	-13.1226	-92.5245	-4.89909	superior	3.7406726301426056
2394	-97.1864	-9.16837	-99.0934	-11.0754	-93.2395	-5.221480000000001	superior	3.7838678538886934
2395	-97.7923	-9.4347	-94.0808	-5.72318	-97.6374	-9.27979	central	2.691819873783292
2396	-96.4933	-8.942639999999999	-92.3916	-4.840990000000001	-101.105	-13.5546	inferior	3.3987661390524555
2397	-96.7255	-8.87676	-92.9494	-5.10069	-99.9822	-12.1335	central	3.0293917820883522
2398	-96.3778	-8.50436	-92.6135	-4.74003	-104.287	-16.414	inferior	3.967983450589857
2399	-98.3005	-9.83131	-94.5894	-6.1202	-96.669	-8.1998	central	2.413798051376294
2400	-97.414	-9.222389999999999	-93.62799999999999	-5.43636	-98.4575	-10.2659	central	2.7484949029184533
2401	-96.404	-8.57355	-92.542	-4.7115	-104.241	-16.4101	inferior	3.9737477538362427
2402	-97.6009	-9.35488	-93.757	-5.511	-98.1376	-9.891639999999999	central	2.7689378585527837
2403	-96.6851	-8.90975	-92.805	-5.0296199999999995	-100.211	-12.4358	central	3.078689535367375
2404	-97.78299999999999	-9.47815	-93.9184	-5.61353	-97.7999	-9.49506	central	2.7271098242093106
2405	-96.2805	-8.62161	-92.3744	-4.71554	-103.73100000000001	-16.072	inferior	3.9241767529182816
2406	-96.4488	-8.69214	-92.4208	-4.66416	-104.15899999999999	-16.4023	inferior	3.9663574380360673
2407	-96.3184	-8.7118	-92.2876	-4.68109	-103.654	-16.0479	inferior	3.9234426009709678
2408	-98.7738	-10.2801	-95.5986	-7.105010000000001	-95.2479	-6.75422	superior	4.062804559103678
2409	-96.6048	-8.94679	-100.619	-12.9605	-92.5839	-4.92588	superior	3.742230126605619
2410	-96.5906	-8.94966	-92.5527	-4.91178	-100.685	-13.0439	central	3.1356937799043063
2411	-98.1362	-9.691239999999999	-94.4321	-5.98716	-96.9726	-8.5277	central	2.551176351323953
2412	-96.986	-8.999419999999999	-93.1998	-5.21328	-99.3715	-11.385	central	2.895012665625194
2413	-96.4887	-8.941239999999999	-92.3861	-4.83863	-101.124	-13.5763	inferior	3.415557003257329
2414	-96.2915	-8.80457	-92.2858	-4.79887	-101.829	-14.3422	inferior	3.7471335701799573
2415	-96.6041	-8.94694	-92.5824	-4.92523	-100.62200000000001	-12.9643	central	3.1328831789662384
2416	-97.6039	-9.34308	-93.7975	-5.53669	-98.096	-9.83521	central	2.758557551283485
2417	-98.4638	-9.95728	-94.9024	-6.3958699999999995	-96.2183	-7.711860000000001	central	2.396740577636995
2418	-96.5564	-8.95236	-92.4861	-4.88204	-100.839	-13.2351	central	3.303902323749508
2419	-96.6646	-8.92268	-100.32	-12.5785	-92.7409	-4.9989099999999995	superior	3.7406726301426056
2420	-98.4631	-9.96262	-96.2622	-7.76178	-94.8575	-6.35703	superior	4.01700671368052
2421	-97.4094	-9.23723	-93.5791	-5.40686	-98.5098	-10.3376	central	2.764982937103505
2422	-96.2012	-8.7215	-92.2315	-4.75178	-102.617	-15.137	inferior	3.7612466035553194
2423	-96.3625	-8.464160000000001	-92.6553	-4.7569099999999995	-104.314	-16.4161	inferior	3.9669826697478805
2424	-96.4281	-8.63727	-92.4767	-4.68582	-104.197	-16.4061	inferior	3.9662324153430566
2425	-97.2073	-9.11745	-93.4025	-5.31262	-98.9057	-10.8158	central	2.8216539856169316
2426	-98.301	-9.827810000000001	-96.6492	-8.176060000000001	-94.6097	-6.13647	superior	3.9953235685414095
2427	-97.3963	-9.2787	-93.4457	-5.32809	-98.6537	-10.5361	central	2.7720488807523775
2428	-96.6668	-8.921439999999999	-100.309	-12.5638	-92.7473	-5.0019800000000005	superior	3.742230126605619
2429	-96.6189	-8.94288	-92.6171	-4.94109	-100.551	-12.8748	central	3.112964053338611
2430	-96.9632	-9.03825	-93.0687	-5.14382	-99.5387	-11.6137	central	2.9262517994144197
2431	-97.7968	-9.41333	-94.1654	-5.78196	-97.553	-9.1695	central	2.687507902605724
2432	-96.5514	-8.95227	-100.861	-13.2619	-92.4773	-4.87816	superior	3.7406726301426056
2433	-96.2803	-8.84787	-92.1496	-4.71718	-102.406	-14.9737	inferior	3.7612466035553194
2434	-96.2564	-8.698960000000001	-92.2606	-4.703119999999999	-103.38	-15.8222	inferior	3.7913926979851214
2435	-96.2999	-8.87733	-92.1326	-4.7100599999999995	-102.352	-14.9291	inferior	3.7612466035553194
2436	-96.9439	-9.067919999999999	-99.67200000000001	-11.7961	-92.9678	-5.0917900000000005	superior	3.7625962484413358
2437	-96.9326	-9.08399	-99.7472	-11.8985	-92.9124	-5.06381	superior	3.7625962484413358
2438	-96.2727	-8.73457	-92.2283	-4.69022	-103.344	-15.8063	inferior	3.7913926979851214
2439	-97.3983	-9.27234	-93.4659	-5.33985	-98.6318	-10.5058	central	2.7929070363637574
2440	-96.9507	-9.057739999999999	-99.6256	-11.7326	-93.0025	-5.10956	superior	3.762146259205109
2441	-97.3977	-9.27432	-93.4596	-5.336180000000001	-98.6386	-10.5153	central	2.786845060253239
2442	-96.6001	-8.94785	-100.641	-12.9883	-92.5734	-4.92111	superior	3.7423414259839216
2443	-97.7855	-9.46671	-97.7582	-9.43943	-93.96	-5.64124	superior	3.9458347836721637
2444	-98.6188	-10.127	-94.9305	-6.43878	-96.0492	-7.557519999999999	central	2.3690788148309925
2445	-96.2977	-8.7891	-92.1795	-4.67088	-103.289	-15.7807	inferior	3.7904790020514456
2446	-96.662	-8.92416	-100.334	-12.5963	-92.7331	-4.99522	superior	3.742230126605619
2447	-97.6048	-9.33942	-93.8101	-5.54476	-98.083	-9.817639999999999	central	2.759162443727647
2448	-97.4118	-9.22966	-98.4832	-10.3011	-93.6039	-5.4218	superior	3.7965404563845873
2449	-98.1397	-9.66948	-94.5433	-6.07308	-96.86399999999999	-8.39381	central	2.521676185895509
2450	-96.3546	-8.63818	-92.4124	-4.69606	-103.96700000000001	-16.2509	inferior	3.9507904461978516
2451	-98.9244	-10.456	-95.2656	-6.79713	-95.446	-6.977589999999999	central	1.21886848
2452	-97.4011	-9.26367	-93.4935	-5.35604	-98.6019	-10.4645	central	2.7718046263886107
2453	-98.4603	-9.98323	-94.7053	-6.22825	-96.4104	-7.933330000000001	central	2.4512755176585412
2454	-96.9547	-9.051730000000001	-93.023	-5.1201099999999995	-99.5985	-11.6956	central	2.9419191931000137
2455	-96.4485	-8.925089999999999	-92.3445	-4.8211699999999995	-101.281	-13.7578	inferior	3.4812220743613933
2456	-97.1989	-9.13842	-98.98299999999999	-10.9225	-93.3349	-5.274369999999999	superior	3.784550696130004
2457	-97.6107	-9.31578	-97.9976	-9.70265	-93.8935	-5.59859	superior	3.934237769321923
2458	-98.6197	-10.1192	-95.96700000000001	-7.466480000000001	-95.0145	-6.51391	superior	4.041274409044193
2459	-96.5745	-8.95167	-92.5198	-4.897	-100.759	-13.1359	central	3.276544019998438
2460	-97.9657	-9.56701	-94.2286	-5.82993	-97.3281	-8.92946	central	2.639919436052367
2461	-98.7738	-10.2798	-95.587	-7.09294	-95.2596	-6.76554	superior	4.058087528622569
2462	-97.7952	-9.421	-94.1347	-5.76047	-97.5836	-9.209439999999999	central	2.680751629809536
2463	-96.2143	-8.70244	-92.2366	-4.7247699999999995	-103.046	-15.5345	inferior	3.7843230546675044
2464	-96.9786	-9.01239	-93.1561	-5.18987	-99.4266	-11.4604	central	2.9034965422236376
2465	-97.7815	-9.48502	-93.8937	-5.5972599999999995	-97.8246	-9.52812	central	2.7269325207885906
2466	-96.2838	-8.85329	-92.1464	-4.71583	-102.396	-14.9657	inferior	3.7632714341684586
2467	-96.1598	-8.64685	-92.3363	-4.82336	-102.226	-14.7128	inferior	3.744345947490113
2468	-96.3046	-8.817689999999999	-92.2853	-4.79836	-101.787	-14.3001	inferior	3.7434547839979055
2469	-97.2228	-9.07708	-98.7562	-10.6105	-93.5352	-5.3894400000000005	superior	3.784095440588715
2470	-96.3027	-8.50732	-92.5442	-4.7487699999999995	-104.064	-16.2691	inferior	3.9493024409075645
2471	-96.6451	-8.932730000000001	-92.685	-4.97255	-100.421	-12.7085	central	3.1423499737781886
2472	-96.9651	-9.03508	-93.0795	-5.149430000000001	-99.5247	-11.5947	central	2.9246874353544956
2473	-96.2189	-8.72295	-92.3042	-4.80826	-102.054	-14.558	inferior	3.7434547839979055
2474	-96.6633	-8.92343	-92.7369	-4.99704	-100.32700000000001	-12.5875	central	3.046628782284249
2475	-96.4595	-8.93018	-92.3547	-4.8254	-101.23899999999999	-13.7095	inferior	3.463599878884638
2476	-97.414	-9.22252	-93.6275	-5.43609	-98.458	-10.2666	central	2.7481947577976724
2477	-98.4646	-9.95064	-96.1593	-7.645339999999999	-94.9626	-6.44864	superior	4.015981054573425
2478	-96.5496	-8.51862	-92.7498	-4.71875	-104.678	-16.6473	inferior	3.9960848701572975
2479	-96.3897	-8.53567	-92.5811	-4.727040000000001	-104.266	-16.4123	inferior	3.9659823936004237
2480	-97.7962	-9.415989999999999	-97.5637	-9.18341	-94.1547	-5.77445	superior	3.945339901107136
2481	-96.5778	-8.951360000000001	-100.744	-13.1174	-92.5263	-4.8999	superior	3.7465757136349156
2482	-96.7124	-8.8886	-100.059	-12.2349	-92.8997	-5.07594	superior	3.7441231168413815
2483	-97.7936	-9.428469999999999	-94.1051	-5.73996	-97.6131	-9.24795	central	2.6879671879005387
2484	-97.786	-9.464189999999999	-97.7489	-9.42705	-93.9693	-5.64746	superior	3.9490545489924083
2485	-96.6746	-8.9167	-100.26799999999999	-12.5099	-92.7713	-5.0134300000000005	superior	3.7406726301426056
2486	-96.3912	-8.89103	-92.3054	-4.8053099999999995	-101.492	-13.9923	inferior	3.5716367537985985
2487	-98.1349	-9.69881	-97.0084	-8.572280000000001	-94.3954	-5.9593	superior	3.9787738220590607
2488	-96.564	-8.559339999999999	-92.7064	-4.70171	-104.654	-16.6496	inferior	4.001676626139721
2489	-97.1914	-9.15666	-93.2766	-5.24193	-99.0502	-11.0155	central	2.842497475551821
2490	-98.7731	-10.2865	-95.1095	-6.62287	-95.7355	-7.248880000000001	central	1.21261312
2491	-97.6033	-9.34528	-93.7899	-5.53184	-98.1038	-9.84579	central	2.773576446367522
2492	-96.2331	-8.73955	-92.2057	-4.71214	-103.00200000000001	-15.5085	inferior	3.7843230546675044
2493	-97.4231	-9.19233	-98.3499	-10.1192	-93.7293	-5.49852	superior	3.8006687387297586
2494	-96.4017	-8.8982	-92.311	-4.8075	-101.455	-13.9513	inferior	3.5436736969874483
2495	-96.9427	-9.06963	-92.9619	-5.0888	-99.6799	-11.8068	central	2.963816361285217
2496	-96.6212	-8.94213	-100.54	-12.8605	-92.6228	-4.94369	superior	3.7406726301426056
2497	-96.2142	-8.717189999999999	-92.3062	-4.80923	-102.068	-14.571	inferior	3.7434547839979055
2498	-96.6764	-8.62932	-92.7139	-4.6668	-104.8	-16.7529	inferior	4.0311628398704435
2499	-97.2024	-9.1297	-93.3629	-5.29016	-98.9508	-10.8781	central	2.8248212445643754
2500	-97.2117	-9.1063	-98.8645	-10.7591	-93.4388	-5.3334	superior	3.7822755131792922
2501	-96.2267	-8.763530000000001	-92.2028	-4.73961	-102.55	-15.087	inferior	3.7623712403682563
2502	-98.774	-10.2783	-95.5293	-7.033639999999999	-95.3176	-6.82194	superior	4.063329350599025
2503	-96.6866	-8.90874	-92.8097	-5.03191	-100.20299999999999	-12.4255	central	3.0833669043593326
2504	-98.6209	-10.1095	-95.8402	-7.32883	-95.1434	-6.632039999999999	superior	4.04010659816985
2505	-96.2438	-8.76033	-92.1887	-4.7052	-102.977	-15.4934	inferior	3.7834127626052
2506	-96.9449	-9.0665	-99.6655	-11.7871	-92.9726	-5.09427	superior	3.7559698039765856
2507	-96.2665	-8.720989999999999	-92.2406	-4.695119999999999	-103.35799999999999	-15.8125	inferior	3.8036558639223004
2508	-96.4569	-8.4983	-92.6929	-4.7342900000000006	-104.49700000000001	-16.5385	inferior	3.9833081664244947
2509	-98.13600000000001	-9.692	-94.4284	-5.984319999999999	-96.9763	-8.53222	central	2.5606772624595537
2510	-96.7189	-8.88288	-92.92399999999999	-5.087969999999999	-100.021	-12.1852	central	3.034139919124402
2511	-96.1293	-8.5975	-92.3227	-4.7908599999999995	-102.79700000000001	-15.2651	inferior	3.7632714341684586
2512	-96.2784	-8.79086	-92.2873	-4.79976	-101.87100000000001	-14.3835	inferior	3.74601802316754
2513	-96.45299999999999	-8.48766	-92.7041	-4.73878	-104.50399999999999	-16.5384	inferior	3.984821912081857
2514	-96.9455	-9.06557	-92.9758	-5.09588	-99.6613	-11.7813	central	2.968711174445737
2515	-96.736	-8.866489999999999	-99.9195	-12.0499	-92.9913	-5.12178	superior	3.7436775351000118
2516	-96.1704	-8.66099	-92.3296	-4.820209999999999	-102.196	-14.6865	inferior	3.744345947490113
2517	-97.1996	-9.1367	-98.9766	-10.9137	-93.3404	-5.277480000000001	superior	3.784550696130004
2518	-97.9714	-9.53582	-97.193	-8.75746	-94.3659	-5.9303	superior	3.955758572232474
2519	-97.3955	-9.28106	-98.6618	-10.5473	-93.4382	-5.32377	superior	3.801013167553264
2520	-96.6438	-8.93333	-92.6814	-4.97087	-100.428	-12.717	central	3.1498227696004806
2521	-96.1358	-8.608880000000001	-92.314	-4.78709	-102.781	-15.2544	inferior	3.766087318286438
2522	-97.4277	-9.17646	-93.78399999999999	-5.53275	-98.2921	-10.0409	central	2.710082274391557
